factors,train_seconds,precision@10,recall@10,ndcg@10,coverage
10.0,0.24378629997954704,0.13114754098360656,0.0789494020923942,0.1463668851568732,0.03520837610346951
20.0,0.16754619998391718,0.12918032786885245,0.08314300863731826,0.14650174537261637,0.045678505440361325
50.0,0.5263803999987431,0.12622950819672132,0.08686232305241379,0.1416244441220808,0.06333401765551222
100.0,1.2201551999896765,0.10918032786885246,0.08373836603520897,0.12687006823033348,0.07678094847053993
150.0,4.291293599992059,0.10131147540983607,0.07922287165840634,0.11613022913199215,0.08519811127078629
200.0,3.7132719999935944,0.08098360655737705,0.06988901585023963,0.09332903369203271,0.09761855881749128
